"Length"	"GC"
"WBGene00219571"	338	0.304733727810651
"WBGene00219572"	479	0.352818371607516
"WBGene00219573"	1313	0.319116527037319
"WBGene00219574"	169	0.349112426035503
"WBGene00219575"	437	0.389016018306636
"WBGene00219576"	185	0.362162162162162
"WBGene00219577"	1142	0.323117338003503
"WBGene00219578"	234	0.307692307692308
"WBGene00219579"	397	0.36272040302267
"WBGene00219580"	208	0.317307692307692
"WBGene00219581"	1091	0.442713107241063
"WBGene00219582"	519	0.408477842003854
"WBGene00219583"	281	0.306049822064057
"WBGene00219584"	558	0.331541218637993
"WBGene00219585"	172	0.302325581395349
"WBGene00219586"	486	0.372427983539095
"WBGene00219587"	1515	0.373597359735974
"WBGene00219588"	209	0.325358851674641
"WBGene00219589"	1820	0.396703296703297
"WBGene00219590"	343	0.311953352769679
"WBGene00219591"	1499	0.312875250166778
"WBGene00219592"	680	0.229411764705882
"WBGene00219593"	242	0.355371900826446
"WBGene00219594"	503	0.353876739562624
"WBGene00219596"	966	0.383022774327122
"WBGene00219597"	423	0.328605200945626
"WBGene00219598"	1530	0.343137254901961
"WBGene00219599"	219	0.337899543378995
"WBGene00219600"	116	0.301724137931034
"WBGene00219601"	1613	0.392436453812771
"WBGene00219602"	944	0.307203389830508
"WBGene00219603"	494	0.342105263157895
"WBGene00219604"	399	0.385964912280702
"WBGene00219605"	2959	0.348090571138898
"WBGene00219606"	3317	0.343684051854085
"WBGene00219607"	249	0.377510040160643
"WBGene00219608"	241	0.348547717842324
"WBGene00219609"	1130	0.376991150442478
"WBGene00219610"	1971	0.308472856418062
"WBGene00219611"	469	0.313432835820896
"WBGene00219612"	2828	0.32956152758133
"WBGene00219613"	374	0.235294117647059
"WBGene00219614"	302	0.394039735099338
"WBGene00219615"	3548	0.366121758737317
"WBGene00219616"	515	0.388349514563107
"WBGene00219617"	292	0.335616438356164
"WBGene00219618"	419	0.362768496420048
"WBGene00219619"	1906	0.335257082896117
"WBGene00219620"	791	0.36283185840708
"WBGene00219621"	804	0.296019900497512
"WBGene00219622"	328	0.49390243902439
"WBGene00219623"	252	0.408730158730159
"WBGene00219624"	451	0.35920177383592
"WBGene00219625"	134	0.261194029850746
"WBGene00219626"	2394	0.347117794486216
"WBGene00219627"	633	0.497630331753554
"WBGene00219628"	727	0.359009628610729
"WBGene00219629"	440	0.379545454545455
"WBGene00219630"	199	0.296482412060302
"WBGene00219631"	523	0.319311663479924
"WBGene00219632"	988	0.389676113360324
"WBGene00219633"	1132	0.260600706713781
"WBGene00219634"	262	0.362595419847328
"WBGene00219635"	161	0.409937888198758
"WBGene00219636"	1670	0.258682634730539
"WBGene00219637"	347	0.328530259365994
"WBGene00219638"	273	0.304029304029304
"WBGene00219639"	426	0.352112676056338
"WBGene00219640"	360	0.283333333333333
"WBGene00219641"	368	0.434782608695652
"WBGene00219642"	479	0.334029227557411
"WBGene00219643"	125	0.424
"WBGene00219644"	355	0.340845070422535
"WBGene00219645"	3004	0.324234354194407
"WBGene00219646"	1843	0.33532284319045
"WBGene00219647"	289	0.349480968858132
"WBGene00219648"	359	0.342618384401114
"WBGene00219649"	281	0.395017793594306
"WBGene00219650"	755	0.287417218543046
"WBGene00219651"	520	0.321153846153846
"WBGene00219652"	236	0.389830508474576
"WBGene00219653"	902	0.289356984478936
"WBGene00219654"	4183	0.341859909156108
"WBGene00219655"	397	0.27455919395466
"WBGene00219656"	922	0.339479392624729
"WBGene00219657"	1382	0.353111432706223
"WBGene00219658"	270	0.348148148148148
"WBGene00219659"	710	0.377464788732394
"WBGene00219660"	714	0.305322128851541
"WBGene00219661"	459	0.326797385620915
"WBGene00219662"	920	0.380434782608696
"WBGene00219663"	312	0.378205128205128
"WBGene00219664"	371	0.331536388140162
"WBGene00219665"	256	0.46484375
"WBGene00219666"	1410	0.34113475177305
"WBGene00219667"	448	0.424107142857143
"WBGene00219668"	202	0.331683168316832
"WBGene00219669"	416	0.384615384615385
"WBGene00219670"	385	0.423376623376623
"WBGene00219671"	193	0.352331606217617
"WBGene00219672"	1275	0.351372549019608
"WBGene00219673"	731	0.366621067031464
"WBGene00219674"	361	0.346260387811634
"WBGene00219675"	193	0.435233160621762
"WBGene00219676"	454	0.411894273127753
"WBGene00219677"	108	0.398148148148148
"WBGene00219678"	465	0.412903225806452
"WBGene00219679"	246	0.296747967479675
"WBGene00219680"	189	0.365079365079365
"WBGene00219681"	372	0.373655913978495
"WBGene00219682"	222	0.364864864864865
"WBGene00219683"	1542	0.352788586251621
"WBGene00219684"	157	0.254777070063694
"WBGene00219685"	464	0.390086206896552
"WBGene00219686"	3224	0.352667493796526
"WBGene00219687"	195	0.358974358974359
"WBGene00219688"	286	0.311188811188811
"WBGene00219689"	496	0.387096774193548
"WBGene00219690"	232	0.336206896551724
"WBGene00219691"	318	0.327044025157233
"WBGene00219692"	156	0.384615384615385
"WBGene00219693"	1009	0.309217046580773
"WBGene00219694"	291	0.367697594501718
"WBGene00219695"	748	0.427807486631016
"WBGene00219696"	2006	0.349950149551346
"WBGene00219697"	654	0.414373088685015
"WBGene00219698"	380	0.365789473684211
"WBGene00219699"	4071	0.355686563497912
"WBGene00219700"	174	0.408045977011494
"WBGene00219701"	2117	0.356164383561644
"WBGene00219702"	1587	0.34341524889729
"WBGene00219703"	497	0.331991951710262
"WBGene00219704"	357	0.322128851540616
"WBGene00219705"	156	0.435897435897436
"WBGene00219706"	315	0.355555555555556
"WBGene00219707"	878	0.340546697038724
"WBGene00219708"	279	0.344086021505376
"WBGene00219709"	302	0.314569536423841
"WBGene00219710"	1121	0.28099910793934
"WBGene00219711"	2057	0.347593582887701
"WBGene00219712"	2969	0.346244526776692
"WBGene00219713"	151	0.278145695364238
"WBGene00219714"	351	0.37037037037037
"WBGene00219715"	1242	0.364734299516908
"WBGene00219716"	366	0.349726775956284
"WBGene00219717"	189	0.375661375661376
"WBGene00219718"	348	0.344827586206897
"WBGene00219719"	412	0.293689320388349
"WBGene00219720"	127	0.464566929133858
"WBGene00219721"	287	0.303135888501742
"WBGene00219722"	2349	0.326947637292465
"WBGene00219723"	1105	0.335746606334842
"WBGene00219724"	286	0.367132867132867
"WBGene00219725"	533	0.49343339587242
"WBGene00219726"	957	0.373040752351097
"WBGene00219727"	361	0.426592797783933
"WBGene00219728"	568	0.36443661971831
"WBGene00219729"	3284	0.382764920828258
"WBGene00219730"	116	0.198275862068966
"WBGene00219731"	314	0.302547770700637
"WBGene00219732"	485	0.371134020618557
"WBGene00219733"	192	0.359375
"WBGene00219734"	2302	0.39748045178106
"WBGene00219735"	1364	0.332111436950147
"WBGene00219736"	319	0.391849529780564
"WBGene00219737"	714	0.30952380952381
"WBGene00219738"	520	0.388461538461538
"WBGene00219739"	894	0.397091722595078
"WBGene00219740"	354	0.330508474576271
"WBGene00219741"	1749	0.360205831903945
"WBGene00219742"	367	0.253405994550409
"WBGene00219743"	1230	0.344715447154472
"WBGene00219744"	472	0.343220338983051
"WBGene00219745"	412	0.446601941747573
"WBGene00219746"	3257	0.383788762665029
"WBGene00219747"	370	0.224324324324324
"WBGene00219748"	631	0.335974643423138
"WBGene00219749"	2375	0.354947368421053
"WBGene00219750"	450	0.377777777777778
"WBGene00219751"	930	0.390322580645161
"WBGene00219752"	209	0.248803827751196
"WBGene00219753"	2137	0.349555451567618
"WBGene00219754"	449	0.481069042316258
"WBGene00219755"	398	0.316582914572864
"WBGene00219756"	348	0.333333333333333
"WBGene00219757"	163	0.263803680981595
"WBGene00219758"	970	0.329896907216495
"WBGene00219759"	247	0.303643724696356
"WBGene00219760"	123	0.292682926829268
"WBGene00219761"	2003	0.390913629555666
"WBGene00219762"	988	0.273279352226721
"WBGene00219763"	484	0.355371900826446
"WBGene00219764"	1982	0.374369323915237
"WBGene00219765"	2675	0.340560747663551
"WBGene00219766"	643	0.426127527216174
"WBGene00219767"	119	0.26890756302521
"WBGene00219768"	922	0.348156182212581
"WBGene00219769"	340	0.423529411764706
"WBGene00219770"	1059	0.37204910292729
"WBGene00219771"	520	0.334615384615385
"WBGene00219772"	2728	0.32074780058651
"WBGene00219773"	131	0.32824427480916
"WBGene00219774"	658	0.348024316109422
"WBGene00219775"	507	0.408284023668639
"WBGene00219776"	104	0.336538461538462
"WBGene00219777"	80	0.3125
"WBGene00219778"	71	0.352112676056338
"WBGene00219779"	91	0.351648351648352
"WBGene00219780"	163	0.392638036809816
"WBGene00219781"	90	0.455555555555556
"WBGene00219782"	125	0.432
"WBGene00219783"	104	0.432692307692308
"WBGene00219784"	106	0.415094339622642
"WBGene00219785"	80	0.275
"WBGene00219786"	120	0.391666666666667
"WBGene00219787"	117	0.435897435897436
"WBGene00219788"	89	0.426966292134831
"WBGene00219789"	92	0.402173913043478
"WBGene00219790"	177	0.485875706214689
"WBGene00219791"	238	0.373949579831933
"WBGene00219792"	200	0.37
"WBGene00219793"	88	0.409090909090909
"WBGene00219794"	91	0.582417582417582
"WBGene00219795"	183	0.355191256830601
"WBGene00219796"	307	0.374592833876221
"WBGene00219797"	124	0.362903225806452
"WBGene00219798"	247	0.327935222672065
"WBGene00219799"	91	0.494505494505495
"WBGene00219800"	129	0.472868217054264
"WBGene00219801"	98	0.326530612244898
"WBGene00219803"	190	0.352631578947368
"WBGene00219804"	169	0.366863905325444
"WBGene00219805"	127	0.677165354330709
"WBGene00219806"	81	0.419753086419753
"WBGene00219807"	83	0.27710843373494
"WBGene00219808"	173	0.456647398843931
"WBGene00219809"	162	0.308641975308642
"WBGene00219810"	65	0.338461538461538
"WBGene00219811"	116	0.396551724137931
"WBGene00219812"	96	0.427083333333333
"WBGene00219813"	139	0.431654676258993
"WBGene00219814"	68	0.455882352941176
"WBGene00219815"	90	0.277777777777778
"WBGene00219816"	135	0.518518518518518
"WBGene00219817"	102	0.294117647058824
"WBGene00219818"	245	0.351020408163265
"WBGene00219819"	132	0.325757575757576
"WBGene00219820"	72	0.402777777777778
"WBGene00219821"	157	0.388535031847134
"WBGene00219822"	227	0.519823788546256
"WBGene00219823"	120	0.316666666666667
"WBGene00219824"	152	0.453947368421053
"WBGene00219825"	153	0.294117647058824
"WBGene00219826"	94	0.319148936170213
"WBGene00219827"	197	0.446700507614213
"WBGene00219828"	113	0.371681415929204
"WBGene00219829"	83	0.265060240963855
"WBGene00219830"	121	0.537190082644628
"WBGene00219831"	190	0.352631578947368
"WBGene00219832"	102	0.352941176470588
"WBGene00219833"	92	0.489130434782609
"WBGene00219834"	180	0.416666666666667
"WBGene00219835"	100	0.4
"WBGene00219836"	188	0.409574468085106
"WBGene00219837"	227	0.378854625550661
"WBGene00219838"	185	0.372972972972973
"WBGene00219839"	85	0.388235294117647
"WBGene00219840"	131	0.442748091603053
"WBGene00219841"	53	0.452830188679245
"WBGene00219842"	290	0.348275862068965
"WBGene00219843"	171	0.380116959064327
"WBGene00219844"	83	0.373493975903614
"WBGene00219845"	169	0.27810650887574
"WBGene00219846"	172	0.302325581395349
"WBGene00219847"	170	0.370588235294118
"WBGene00219848"	134	0.335820895522388
"WBGene00219849"	135	0.540740740740741
"WBGene00219850"	183	0.278688524590164
"WBGene00219851"	100	0.48
"WBGene00219852"	287	0.386759581881533
"WBGene00219853"	96	0.46875
"WBGene00219854"	91	0.362637362637363
"WBGene00219855"	71	0.436619718309859
"WBGene00219856"	56	0.339285714285714
"WBGene00219857"	188	0.345744680851064
"WBGene00219858"	77	0.415584415584416
"WBGene00219859"	124	0.354838709677419
"WBGene00219860"	95	0.610526315789474
"WBGene00219861"	84	0.369047619047619
"WBGene00219862"	114	0.289473684210526
"WBGene00219863"	160	0.275
"WBGene00219864"	108	0.407407407407407
"WBGene00219865"	167	0.467065868263473
"WBGene00219866"	162	0.327160493827161
"WBGene00219867"	66	0.272727272727273
"WBGene00219868"	129	0.341085271317829
"WBGene00219869"	241	0.381742738589212
"WBGene00219870"	56	0.285714285714286
"WBGene00219871"	126	0.404761904761905
"WBGene00219872"	62	0.274193548387097
"WBGene00219873"	88	0.238636363636364
"WBGene00219874"	98	0.357142857142857
"WBGene00219875"	69	0.376811594202899
"WBGene00219876"	98	0.5
"WBGene00219877"	80	0.4875
"WBGene00219878"	114	0.37719298245614
"WBGene00219879"	271	0.583025830258303
"WBGene00219880"	93	0.526881720430108
"WBGene00219881"	57	0.385964912280702
"WBGene00219882"	161	0.354037267080745
"WBGene00219883"	73	0.246575342465753
"WBGene00219884"	84	0.404761904761905
"WBGene00219885"	115	0.408695652173913
"WBGene00219886"	89	0.539325842696629
"WBGene00219887"	70	0.6
"WBGene00219888"	344	0.26453488372093
"WBGene00219889"	96	0.5
"WBGene00219890"	192	0.34375
"WBGene00219891"	194	0.484536082474227
"WBGene00219892"	106	0.39622641509434
"WBGene00219893"	177	0.429378531073446
"WBGene00219894"	144	0.333333333333333
"WBGene00219895"	117	0.547008547008547
"WBGene00219896"	91	0.450549450549451
"WBGene00219897"	143	0.461538461538462
"WBGene00219898"	77	0.415584415584416
"WBGene00219899"	164	0.359756097560976
"WBGene00219900"	125	0.44
"WBGene00219901"	170	0.441176470588235
"WBGene00219902"	191	0.319371727748691
"WBGene00219903"	65	0.4
"WBGene00219904"	106	0.405660377358491
"WBGene00219905"	133	0.556390977443609
"WBGene00219906"	325	0.329230769230769
"WBGene00219907"	96	0.260416666666667
"WBGene00219908"	56	0.321428571428571
"WBGene00219909"	160	0.2625
"WBGene00219910"	94	0.425531914893617
"WBGene00219911"	259	0.378378378378378
"WBGene00219912"	168	0.452380952380952
"WBGene00219913"	78	0.294871794871795
"WBGene00219914"	106	0.415094339622642
"WBGene00219915"	91	0.285714285714286
"WBGene00219916"	90	0.4
"WBGene00219917"	124	0.411290322580645
"WBGene00219918"	115	0.408695652173913
"WBGene00219919"	86	0.383720930232558
"WBGene00219920"	91	0.307692307692308
"WBGene00219921"	71	0.338028169014085
"WBGene00219922"	117	0.452991452991453
"WBGene00219923"	181	0.353591160220994
"WBGene00219924"	93	0.451612903225806
"WBGene00219925"	256	0.3203125
"WBGene00219926"	200	0.345
"WBGene00219927"	154	0.480519480519481
"WBGene00219928"	92	0.33695652173913
"WBGene00219929"	129	0.37984496124031
"WBGene00219930"	85	0.470588235294118
"WBGene00219931"	132	0.424242424242424
"WBGene00219932"	97	0.391752577319588
"WBGene00219933"	90	0.311111111111111
"WBGene00219934"	84	0.523809523809524
"WBGene00219935"	89	0.539325842696629
"WBGene00219936"	152	0.434210526315789
"WBGene00219937"	135	0.414814814814815
"WBGene00219938"	102	0.401960784313726
"WBGene00219939"	88	0.329545454545455
"WBGene00219940"	235	0.378723404255319
"WBGene00219941"	88	0.386363636363636
"WBGene00219942"	116	0.405172413793103
"WBGene00219943"	66	0.515151515151515
"WBGene00219944"	134	0.328358208955224
"WBGene00219945"	144	0.381944444444444
"WBGene00219946"	220	0.422727272727273
"WBGene00219947"	300	0.626666666666667
"WBGene00219948"	77	0.38961038961039
"WBGene00219949"	135	0.466666666666667
"WBGene00219950"	164	0.475609756097561
"WBGene00219951"	115	0.347826086956522
"WBGene00219952"	58	0.362068965517241
"WBGene00219953"	63	0.396825396825397
"WBGene00219954"	157	0.318471337579618
"WBGene00219955"	123	0.455284552845528
"WBGene00219956"	99	0.424242424242424
"WBGene00219957"	127	0.338582677165354
"WBGene00219958"	130	0.261538461538462
"WBGene00219959"	92	0.608695652173913
"WBGene00219960"	93	0.387096774193548
"WBGene00219961"	81	0.37037037037037
"WBGene00219962"	55	0.454545454545455
"WBGene00219963"	75	0.426666666666667
"WBGene00219964"	195	0.507692307692308
"WBGene00219965"	52	0.365384615384615
"WBGene00219966"	50	0.36
"WBGene00219967"	74	0.283783783783784
"WBGene00219968"	168	0.422619047619048
"WBGene00219969"	171	0.39766081871345
"WBGene00219970"	109	0.348623853211009
"WBGene00219971"	122	0.475409836065574
"WBGene00219972"	123	0.357723577235772
"WBGene00219973"	83	0.481927710843373
"WBGene00219974"	112	0.375
"WBGene00219975"	116	0.379310344827586
"WBGene00219976"	166	0.421686746987952
"WBGene00219977"	115	0.31304347826087
"WBGene00219978"	93	0.376344086021505
"WBGene00219979"	145	0.448275862068966
"WBGene00219980"	52	0.25
"WBGene00219981"	62	0.306451612903226
"WBGene00219982"	72	0.347222222222222
"WBGene00219983"	83	0.36144578313253
"WBGene00219984"	90	0.333333333333333
"WBGene00219985"	54	0.407407407407407
"WBGene00219986"	97	0.257731958762887
"WBGene00219987"	77	0.324675324675325
"WBGene00219988"	103	0.359223300970874
"WBGene00219989"	133	0.639097744360902
"WBGene00219990"	59	0.423728813559322
"WBGene00219991"	100	0.47
"WBGene00219992"	95	0.336842105263158
"WBGene00219994"	66	0.272727272727273
"WBGene00219995"	140	0.278571428571429
"WBGene00219996"	99	0.464646464646465
"WBGene00219997"	60	0.4
"WBGene00219998"	155	0.32258064516129
"WBGene00219999"	96	0.364583333333333
"WBGene00220000"	126	0.373015873015873
"WBGene00220001"	175	0.32
"WBGene00220002"	171	0.596491228070175
"WBGene00220003"	143	0.363636363636364
"WBGene00220004"	100	0.27
"WBGene00220005"	185	0.243243243243243
"WBGene00220006"	89	0.50561797752809
"WBGene00220007"	133	0.368421052631579
"WBGene00220008"	133	0.323308270676692
"WBGene00220009"	218	0.380733944954128
"WBGene00220010"	93	0.494623655913978
"WBGene00220011"	99	0.313131313131313
"WBGene00220012"	125	0.288
"WBGene00220013"	126	0.365079365079365
"WBGene00220014"	140	0.435714285714286
"WBGene00220015"	212	0.39622641509434
"WBGene00220016"	90	0.311111111111111
"WBGene00220017"	177	0.423728813559322
"WBGene00220018"	96	0.489583333333333
"WBGene00220019"	325	0.403076923076923
"WBGene00220020"	74	0.364864864864865
"WBGene00220021"	170	0.341176470588235
"WBGene00220022"	106	0.556603773584906
"WBGene00220023"	92	0.315217391304348
"WBGene00220024"	133	0.338345864661654
"WBGene00220025"	141	0.375886524822695
"WBGene00220026"	113	0.327433628318584
"WBGene00220027"	97	0.422680412371134
"WBGene00220028"	202	0.455445544554455
"WBGene00220029"	126	0.357142857142857
"WBGene00220030"	105	0.342857142857143
"WBGene00220031"	82	0.341463414634146
"WBGene00220032"	97	0.422680412371134
"WBGene00220033"	121	0.43801652892562
"WBGene00220034"	70	0.557142857142857
"WBGene00220035"	120	0.35
"WBGene00220036"	104	0.413461538461538
"WBGene00220037"	171	0.47953216374269
"WBGene00220038"	134	0.552238805970149
"WBGene00220039"	198	0.378787878787879
"WBGene00220040"	81	0.432098765432099
"WBGene00220041"	166	0.259036144578313
"WBGene00220042"	97	0.484536082474227
"WBGene00220043"	162	0.265432098765432
"WBGene00220044"	68	0.544117647058823
"WBGene00220045"	154	0.363636363636364
"WBGene00220046"	124	0.370967741935484
"WBGene00220047"	144	0.354166666666667
"WBGene00220048"	90	0.466666666666667
"WBGene00220049"	95	0.463157894736842
"WBGene00220050"	189	0.35978835978836
"WBGene00220051"	174	0.436781609195402
"WBGene00220052"	121	0.413223140495868
"WBGene00220053"	80	0.475
"WBGene00220054"	80	0.4375
"WBGene00220055"	66	0.378787878787879
"WBGene00220056"	157	0.267515923566879
"WBGene00220057"	52	0.346153846153846
"WBGene00220058"	209	0.339712918660287
"WBGene00220059"	89	0.258426966292135
"WBGene00220060"	129	0.27906976744186
"WBGene00220061"	118	0.559322033898305
"WBGene00220062"	222	0.5
"WBGene00220063"	101	0.594059405940594
"WBGene00220064"	109	0.44954128440367
"WBGene00220065"	127	0.354330708661417
"WBGene00220066"	142	0.471830985915493
"WBGene00220067"	73	0.383561643835616
"WBGene00220068"	80	0.375
"WBGene00220069"	117	0.367521367521368
"WBGene00220070"	186	0.424731182795699
"WBGene00220071"	281	0.366548042704626
"WBGene00220072"	106	0.452830188679245
"WBGene00220073"	224	0.504464285714286
"WBGene00220074"	91	0.538461538461538
"WBGene00220075"	132	0.492424242424242
"WBGene00220076"	74	0.472972972972973
"WBGene00220077"	84	0.452380952380952
"WBGene00220078"	171	0.380116959064327
"WBGene00220079"	91	0.43956043956044
"WBGene00220080"	180	0.266666666666667
"WBGene00220081"	76	0.473684210526316
"WBGene00220082"	142	0.274647887323944
"WBGene00220083"	89	0.359550561797753
"WBGene00220084"	63	0.507936507936508
"WBGene00220085"	101	0.396039603960396
"WBGene00220086"	58	0.327586206896552
"WBGene00220087"	169	0.390532544378698
"WBGene00220088"	123	0.365853658536585
"WBGene00220089"	137	0.474452554744526
"WBGene00220090"	82	0.451219512195122
"WBGene00220091"	83	0.349397590361446
"WBGene00220092"	269	0.28996282527881
"WBGene00220093"	108	0.388888888888889
"WBGene00220094"	99	0.373737373737374
"WBGene00220095"	158	0.373417721518987
"WBGene00220096"	199	0.311557788944724
"WBGene00220097"	100	0.26
"WBGene00220098"	57	0.491228070175439
"WBGene00220099"	236	0.355932203389831
"WBGene00220100"	62	0.580645161290323
"WBGene00220101"	166	0.463855421686747
"WBGene00220102"	104	0.461538461538462
"WBGene00220104"	156	0.57051282051282
"WBGene00220105"	214	0.345794392523364
"WBGene00220106"	116	0.431034482758621
"WBGene00220107"	94	0.361702127659574
"WBGene00220108"	82	0.51219512195122
"WBGene00220109"	90	0.477777777777778
"WBGene00220110"	112	0.428571428571429
"WBGene00220111"	142	0.429577464788732
"WBGene00220112"	72	0.236111111111111
"WBGene00220113"	71	0.563380281690141
"WBGene00220114"	105	0.552380952380952
"WBGene00220115"	103	0.466019417475728
"WBGene00220116"	51	0.352941176470588
"WBGene00220117"	200	0.485
"WBGene00220118"	100	0.46
"WBGene00220119"	114	0.43859649122807
"WBGene00220120"	125	0.632
"WBGene00220121"	118	0.491525423728814
"WBGene00220122"	199	0.402010050251256
"WBGene00220123"	56	0.535714285714286
"WBGene00220124"	196	0.494897959183673
"WBGene00220125"	134	0.417910447761194
"WBGene00220126"	191	0.43979057591623
"WBGene00220127"	98	0.408163265306122
"WBGene00220128"	113	0.469026548672566
"WBGene00220129"	126	0.420634920634921
"WBGene00220130"	56	0.303571428571429
"WBGene00220131"	86	0.383720930232558
"WBGene00220132"	100	0.47
"WBGene00220133"	628	0.386942675159236
"WBGene00220134"	190	0.368421052631579
"WBGene00220135"	54	0.5
"WBGene00220136"	92	0.369565217391304
"WBGene00220137"	61	0.491803278688525
"WBGene00220138"	99	0.404040404040404
"WBGene00220139"	89	0.303370786516854
"WBGene00220140"	93	0.43010752688172
"WBGene00220141"	64	0.28125
"WBGene00220142"	73	0.561643835616438
"WBGene00220143"	130	0.5
"WBGene00220144"	137	0.467153284671533
"WBGene00220145"	142	0.316901408450704
"WBGene00220146"	114	0.491228070175439
"WBGene00220147"	135	0.451851851851852
"WBGene00220148"	101	0.267326732673267
"WBGene00220149"	76	0.513157894736842
"WBGene00220150"	53	0.264150943396226
"WBGene00220151"	81	0.493827160493827
"WBGene00220152"	93	0.419354838709677
"WBGene00220153"	143	0.475524475524476
"WBGene00220154"	56	0.571428571428571
"WBGene00220155"	133	0.255639097744361
"WBGene00220156"	80	0.3625
"WBGene00220157"	151	0.23841059602649
"WBGene00220158"	102	0.509803921568627
"WBGene00220159"	129	0.364341085271318
"WBGene00220160"	95	0.421052631578947
"WBGene00220161"	180	0.433333333333333
"WBGene00220162"	70	0.528571428571429
"WBGene00220163"	109	0.431192660550459
"WBGene00220164"	245	0.420408163265306
"WBGene00220165"	119	0.487394957983193
"WBGene00220166"	105	0.342857142857143
"WBGene00220167"	212	0.320754716981132
"WBGene00220168"	124	0.42741935483871
"WBGene00220169"	148	0.594594594594595
"WBGene00220170"	101	0.425742574257426
"WBGene00220171"	144	0.375
"WBGene00220172"	226	0.429203539823009
"WBGene00220173"	96	0.427083333333333
"WBGene00220174"	95	0.473684210526316
"WBGene00220175"	224	0.486607142857143
"WBGene00220176"	153	0.418300653594771
"WBGene00220177"	72	0.333333333333333
"WBGene00220178"	53	0.433962264150943
"WBGene00220179"	88	0.488636363636364
"WBGene00220180"	127	0.503937007874016
"WBGene00220181"	143	0.517482517482518
"WBGene00220182"	140	0.392857142857143
"WBGene00220183"	126	0.293650793650794
"WBGene00220184"	62	0.483870967741935
"WBGene00220185"	95	0.589473684210526
"WBGene00220186"	93	0.354838709677419
"WBGene00220187"	103	0.388349514563107
"WBGene00220188"	213	0.305164319248826
"WBGene00220189"	110	0.536363636363636
"WBGene00220190"	72	0.444444444444444
"WBGene00220191"	157	0.273885350318471
"WBGene00220192"	83	0.409638554216867
"WBGene00220193"	98	0.326530612244898
"WBGene00220194"	66	0.545454545454545
"WBGene00220195"	123	0.382113821138211
"WBGene00220196"	129	0.286821705426357
"WBGene00220197"	268	0.447761194029851
"WBGene00220198"	94	0.382978723404255
"WBGene00220199"	77	0.454545454545455
"WBGene00220200"	111	0.243243243243243
"WBGene00220201"	328	0.320121951219512
"WBGene00220202"	160	0.43125
"WBGene00220203"	157	0.388535031847134
"WBGene00220204"	93	0.333333333333333
"WBGene00220205"	175	0.354285714285714
"WBGene00220206"	89	0.325842696629214
"WBGene00220207"	57	0.315789473684211
"WBGene00220208"	101	0.346534653465347
"WBGene00220209"	75	0.506666666666667
"WBGene00220210"	71	0.253521126760563
"WBGene00220211"	135	0.362962962962963
"WBGene00220212"	176	0.352272727272727
"WBGene00220213"	94	0.457446808510638
"WBGene00220214"	69	0.289855072463768
"WBGene00220215"	256	0.3359375
"WBGene00220216"	61	0.426229508196721
"WBGene00220217"	143	0.251748251748252
"WBGene00220218"	75	0.493333333333333
"WBGene00220219"	154	0.474025974025974
"WBGene00220220"	208	0.370192307692308
"WBGene00220221"	89	0.337078651685393
"WBGene00220222"	154	0.396103896103896
"WBGene00220223"	105	0.466666666666667
"WBGene00220224"	133	0.353383458646617
"WBGene00220225"	93	0.365591397849462
"WBGene00220226"	97	0.484536082474227
"WBGene00220227"	100	0.27
"WBGene00220228"	52	0.5
"WBGene00220229"	128	0.5
"WBGene00220230"	241	0.589211618257261
"WBGene00220231"	138	0.253623188405797
"WBGene00220232"	86	0.453488372093023
"WBGene00220233"	122	0.467213114754098
"WBGene00220234"	250	0.396
"WBGene00220235"	97	0.247422680412371
"WBGene00220236"	103	0.553398058252427
"WBGene00220237"	132	0.401515151515151
"WBGene00220238"	215	0.544186046511628
"WBGene00220239"	104	0.346153846153846
"WBGene00220240"	105	0.4
"WBGene00220241"	130	0.438461538461538
"WBGene00220242"	219	0.502283105022831
"WBGene00220243"	126	0.476190476190476
"WBGene00220244"	120	0.383333333333333
"WBGene00220245"	57	0.543859649122807
"WBGene00220246"	170	0.364705882352941
"WBGene00220247"	81	0.45679012345679
"WBGene00220248"	243	0.345679012345679
"WBGene00220249"	165	0.296969696969697
"WBGene00220250"	1842	0.374592833876221
"WBGene00220251"	897	0.397993311036789
"WBGene00220252"	305	0.449180327868852
"WBGene00220253"	132	0.386363636363636
"WBGene00220254"	69	0.463768115942029
"WBGene00220255"	61	0.459016393442623
"WBGene00220256"	70	0.457142857142857
"WBGene00220257"	936	0.295940170940171
"WBGene00220258"	471	0.462845010615711
"WBGene00220259"	1168	0.490582191780822
"WBGene00220260"	882	0.294784580498866
"WBGene00220261"	975	0.384615384615385
"WBGene00235003"	654	0.41131498470948
"WBGene00235080"	64	0.53125
"WBGene00235081"	513	0.423001949317739
"WBGene00235084"	58	0.258620689655172
"WBGene00235085"	64	0.53125
"WBGene00235086"	281	0.345195729537367
"WBGene00235087"	63	0.444444444444444
"WBGene00235088"	63	0.444444444444444
"WBGene00235089"	108	0.5
"WBGene00235090"	834	0.399280575539568
"WBGene00235091"	226	0.376106194690265
"WBGene00235092"	315	0.387301587301587
"WBGene00235093"	317	0.340694006309148
"WBGene00235094"	238	0.407563025210084
"WBGene00235095"	168	0.386904761904762
"WBGene00235102"	610	0.439344262295082
"WBGene00235106"	633	0.462875197472354
"WBGene00235107"	145	0.43448275862069
"WBGene00235108"	48	0.708333333333333
"WBGene00235109"	120	0.525
